painting_id,source,filename,painter_name,painting_name,year,style,image_path
3735,wikiart,angelo-de-sousa_pintura-1974.jpg,angelo de sousa,pintura 1974,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/angelo-de-sousa_pintura-1974.jpg
3736,wikiart,angelo-de-sousa_unknown-title-1966.jpg,angelo de sousa,unknown title 1966,,Minimalism,data/datasets/wikiart_raw/Minimalism/angelo-de-sousa_unknown-title-1966.jpg
3737,wikiart,angelo-de-sousa_um-ocre-2006.jpg,angelo de sousa,um ocre 2006,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/angelo-de-sousa_um-ocre-2006.jpg
3738,wikiart,angelo-de-sousa_pintura-1972.jpg,angelo de sousa,pintura 1972,,Minimalism,data/datasets/wikiart_raw/Minimalism/angelo-de-sousa_pintura-1972.jpg
3739,wikiart,max-slevogt_summer-house-garden.jpg,max slevogt,summer house garden,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-slevogt_summer-house-garden.jpg
3740,wikiart,max-slevogt_slevogt-family-in-the-garden-of-godramstein.jpg,max slevogt,slevogt family in the garden of godramstein,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-slevogt_slevogt-family-in-the-garden-of-godramstein.jpg
3741,wikiart,max-slevogt_don-juan-s-encounter-with-the-stony-gues.jpg,max slevogt,don juan s encounter with the stony gues,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-slevogt_don-juan-s-encounter-with-the-stony-gues.jpg
3742,wikiart,max-slevogt_the-circus.jpg,max slevogt,the circus,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-slevogt_the-circus.jpg
3743,wikiart,max-slevogt_the-prodigal-son.jpg,max slevogt,the prodigal son,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-slevogt_the-prodigal-son.jpg
3744,wikiart,henryk-siemiradzki_gypsy-woman.jpg,henryk siemiradzki,gypsy woman,,Romanticism,data/datasets/wikiart_raw/Romanticism/henryk-siemiradzki_gypsy-woman.jpg
3745,wikiart,henryk-siemiradzki_sketch-of-burning-corpses-of-russes.jpg,henryk siemiradzki,sketch of burning corpses of russes,,Romanticism,data/datasets/wikiart_raw/Romanticism/henryk-siemiradzki_sketch-of-burning-corpses-of-russes.jpg
3746,wikiart,henryk-siemiradzki_portrait-of-a-mother-of-henry-siemiradzki.jpg,henryk siemiradzki,portrait of a mother of henry siemiradzki,,Romanticism,data/datasets/wikiart_raw/Romanticism/henryk-siemiradzki_portrait-of-a-mother-of-henry-siemiradzki.jpg
3747,wikiart,henryk-siemiradzki_chopin-performing-in-the-guest-hall-of-anton-radziville-in-berlin-in-1829.jpg,henryk siemiradzki,chopin performing in the guest hall of anton radziville in berlin in 1829,,Romanticism,data/datasets/wikiart_raw/Romanticism/henryk-siemiradzki_chopin-performing-in-the-guest-hall-of-anton-radziville-in-berlin-in-1829.jpg
3748,wikiart,henryk-siemiradzki_the-death-of-alexander-nevsky.jpg,henryk siemiradzki,the death of alexander nevsky,,Romanticism,data/datasets/wikiart_raw/Romanticism/henryk-siemiradzki_the-death-of-alexander-nevsky.jpg
3749,wikiart,pierre-paul-prudhon_louise-antoinette-lannes-duchess-of-montebello.jpg,pierre paul prudhon,louise antoinette lannes duchess of montebello,,Romanticism,data/datasets/wikiart_raw/Romanticism/pierre-paul-prudhon_louise-antoinette-lannes-duchess-of-montebello.jpg
3750,wikiart,pierre-paul-prudhon_elisa-bonaparte-napoleon-s-eldest-sister.jpg,pierre paul prudhon,elisa bonaparte napoleon s eldest sister,,Romanticism,data/datasets/wikiart_raw/Romanticism/pierre-paul-prudhon_elisa-bonaparte-napoleon-s-eldest-sister.jpg
3751,wikiart,pierre-paul-prudhon_portrait-of-the-empress-josephine-1805.jpg,pierre paul prudhon,portrait of the empress josephine 1805,,Romanticism,data/datasets/wikiart_raw/Romanticism/pierre-paul-prudhon_portrait-of-the-empress-josephine-1805.jpg
3752,wikiart,pierre-paul-prudhon_russian-general-a-i-osterman-tolstoi.jpg,pierre paul prudhon,russian general a i osterman tolstoi,,Romanticism,data/datasets/wikiart_raw/Romanticism/pierre-paul-prudhon_russian-general-a-i-osterman-tolstoi.jpg
3753,wikiart,pierre-paul-prudhon_justice-and-divine-vengeance-pursuing-crime-study-1808.jpg,pierre paul prudhon,justice and divine vengeance pursuing crime study 1808,,Romanticism,data/datasets/wikiart_raw/Romanticism/pierre-paul-prudhon_justice-and-divine-vengeance-pursuing-crime-study-1808.jpg
3754,wikiart,arthur-hughes_sir-galahad-the-quest-of-the-holy-grail-1870.jpg,arthur hughes,sir galahad the quest of the holy grail 1870,,Romanticism,data/datasets/wikiart_raw/Romanticism/arthur-hughes_sir-galahad-the-quest-of-the-holy-grail-1870.jpg
3755,wikiart,arthur-hughes_the-young-poet.jpg,arthur hughes,the young poet,,Romanticism,data/datasets/wikiart_raw/Romanticism/arthur-hughes_the-young-poet.jpg
3756,wikiart,arthur-hughes_aurora-leigh-s-dismissal-of-romney-the-tryst.jpg,arthur hughes,aurora leigh s dismissal of romney the tryst,,Romanticism,data/datasets/wikiart_raw/Romanticism/arthur-hughes_aurora-leigh-s-dismissal-of-romney-the-tryst.jpg
3757,wikiart,arthur-hughes_the-birth-of-tristan-from-the-story-of-tristan-and-isolde.jpg,arthur hughes,the birth of tristan from the story of tristan and isolde,,Romanticism,data/datasets/wikiart_raw/Romanticism/arthur-hughes_the-birth-of-tristan-from-the-story-of-tristan-and-isolde.jpg
3758,wikiart,arthur-hughes_ophelia-1852.jpg,arthur hughes,ophelia 1852,,Romanticism,data/datasets/wikiart_raw/Romanticism/arthur-hughes_ophelia-1852.jpg
3759,wikiart,olga-rozanova_still-life-with-peatcher-and-apples.jpg,olga rozanova,still life with peatcher and apples,,Cubism,data/datasets/wikiart_raw/Cubism/olga-rozanova_still-life-with-peatcher-and-apples.jpg
3760,wikiart,olga-rozanova_vase.jpg,olga rozanova,vase,,Cubism,data/datasets/wikiart_raw/Cubism/olga-rozanova_vase.jpg
3761,wikiart,olga-rozanova_the-barbershop-1915.jpg,olga rozanova,the barbershop 1915,,Cubism,data/datasets/wikiart_raw/Cubism/olga-rozanova_the-barbershop-1915.jpg
3762,wikiart,olga-rozanova_scetch-of-the-composition-1916.jpg,olga rozanova,scetch of the composition 1916,,Cubism,data/datasets/wikiart_raw/Cubism/olga-rozanova_scetch-of-the-composition-1916.jpg
3763,wikiart,olga-rozanova_tomatoes.jpg,olga rozanova,tomatoes,,Cubism,data/datasets/wikiart_raw/Cubism/olga-rozanova_tomatoes.jpg
3764,wikiart,jusepe-de-ribera_st-john-the-baptist-in-the-wilderness.jpg,jusepe de ribera,st john the baptist in the wilderness,,Baroque,data/datasets/wikiart_raw/Baroque/jusepe-de-ribera_st-john-the-baptist-in-the-wilderness.jpg
3765,wikiart,jusepe-de-ribera_john-of-austria-the-younger-1648.jpg,jusepe de ribera,john of austria the younger 1648,,Baroque,data/datasets/wikiart_raw/Baroque/jusepe-de-ribera_john-of-austria-the-younger-1648.jpg
3766,wikiart,jusepe-de-ribera_st-mary-of-egypt-1641.jpg,jusepe de ribera,st mary of egypt 1641,,Baroque,data/datasets/wikiart_raw/Baroque/jusepe-de-ribera_st-mary-of-egypt-1641.jpg
3767,wikiart,jusepe-de-ribera_jacob-s-dream-1639.jpg,jusepe de ribera,jacob s dream 1639,,Baroque,data/datasets/wikiart_raw/Baroque/jusepe-de-ribera_jacob-s-dream-1639.jpg
3768,wikiart,jusepe-de-ribera_the-holy-family-with-st-catherine-1648.jpg,jusepe de ribera,the holy family with st catherine 1648,,Baroque,data/datasets/wikiart_raw/Baroque/jusepe-de-ribera_the-holy-family-with-st-catherine-1648.jpg
3769,wikiart,jacopo-bellini_virgin-and-child.jpg,jacopo bellini,virgin and child,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/jacopo-bellini_virgin-and-child.jpg
3770,wikiart,jacopo-bellini_nativity.jpg,jacopo bellini,nativity,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/jacopo-bellini_nativity.jpg
3771,wikiart,jacopo-bellini_view-of-a-fortification-of-jerusalem(1).jpg,jacopo bellini,view of a fortification of jerusalem(1),,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/jacopo-bellini_view-of-a-fortification-of-jerusalem(1).jpg
3772,wikiart,jacopo-bellini_sketch-of-young-deer.jpg,jacopo bellini,sketch of young deer,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/jacopo-bellini_sketch-of-young-deer.jpg
3773,wikiart,jacopo-bellini_annunciation-1444.jpg,jacopo bellini,annunciation 1444,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/jacopo-bellini_annunciation-1444.jpg
3774,wikiart,filippo-lippi_the-annunciation-1450.jpg,filippo lippi,the annunciation 1450,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/filippo-lippi_the-annunciation-1450.jpg
3775,wikiart,filippo-lippi_adoration-of-the-magi-detail-3.jpg,filippo lippi,adoration of the magi detail 3,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/filippo-lippi_adoration-of-the-magi-detail-3.jpg
3776,wikiart,filippo-lippi_head-of-a-woman-1452.jpg,filippo lippi,head of a woman 1452,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/filippo-lippi_head-of-a-woman-1452.jpg
3777,wikiart,filippo-lippi_the-feast-of-herod-salome-s-dance-detail-1464-1.jpg,filippo lippi,the feast of herod salome s dance detail 1464 1,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/filippo-lippi_the-feast-of-herod-salome-s-dance-detail-1464-1.jpg
3778,wikiart,filippo-lippi_portrait-of-a-woman-1440.jpg,filippo lippi,portrait of a woman 1440,,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/filippo-lippi_portrait-of-a-woman-1440.jpg
3779,wikiart,elaine-de-kooning_bacchus-69-purple-and-green-1982.jpg,elaine de kooning,bacchus 69 purple and green 1982,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/elaine-de-kooning_bacchus-69-purple-and-green-1982.jpg
3780,wikiart,elaine-de-kooning_torchlight-cave-drawing-v-1985.jpg,elaine de kooning,torchlight cave drawing v 1985,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/elaine-de-kooning_torchlight-cave-drawing-v-1985.jpg
3781,wikiart,elaine-de-kooning_standing-bull-1957.jpg,elaine de kooning,standing bull 1957,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/elaine-de-kooning_standing-bull-1957.jpg
3782,wikiart,elaine-de-kooning_al-lazar-man-in-a-hotel-room-1954.jpg,elaine de kooning,al lazar man in a hotel room 1954,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/elaine-de-kooning_al-lazar-man-in-a-hotel-room-1954.jpg
3783,wikiart,elaine-de-kooning_charging-bull-no-7-1959.jpg,elaine de kooning,charging bull no 7 1959,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/elaine-de-kooning_charging-bull-no-7-1959.jpg
3784,wikiart,max-liebermann_lumberjack-in-the-forest-1898.jpg,max liebermann,lumberjack in the forest 1898,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-liebermann_lumberjack-in-the-forest-1898.jpg
3785,wikiart,max-liebermann_dune-near-nordwijk-with-child-1906.jpg,max liebermann,dune near nordwijk with child 1906,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-liebermann_dune-near-nordwijk-with-child-1906.jpg
3786,wikiart,max-liebermann_beer-garden-in-munchen.jpg,max liebermann,beer garden in munchen,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-liebermann_beer-garden-in-munchen.jpg
3787,wikiart,max-liebermann_the-artist-s-granddaughter-at-the-table-1923.jpg,max liebermann,the artist s granddaughter at the table 1923,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-liebermann_the-artist-s-granddaughter-at-the-table-1923.jpg
3788,wikiart,max-liebermann_the-surgeon-ferdinand-sauerbruch-1932.jpg,max liebermann,the surgeon ferdinand sauerbruch 1932,,Impressionism,data/datasets/wikiart_raw/Impressionism/max-liebermann_the-surgeon-ferdinand-sauerbruch-1932.jpg
3789,wikiart,tsukioka-yoshitoshi_takatoki-tengu.jpg,tsukioka yoshitoshi,takatoki tengu,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/tsukioka-yoshitoshi_takatoki-tengu.jpg
3790,wikiart,tsukioka-yoshitoshi_looking-tasty-the-appearance-of-a-courtesan-during-the-kaei-era.jpg,tsukioka yoshitoshi,looking tasty the appearance of a courtesan during the kaei era,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/tsukioka-yoshitoshi_looking-tasty-the-appearance-of-a-courtesan-during-the-kaei-era.jpg
3791,wikiart,tsukioka-yoshitoshi_looking-sleepy-the-appearance-of-a-courtesan-of-the-meiji-era.jpg,tsukioka yoshitoshi,looking sleepy the appearance of a courtesan of the meiji era,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/tsukioka-yoshitoshi_looking-sleepy-the-appearance-of-a-courtesan-of-the-meiji-era.jpg
3792,wikiart,tsukioka-yoshitoshi_looking-eager-to-meet-someone-the-appearance-of-a-courtesan-of-the-kaei-period.jpg,tsukioka yoshitoshi,looking eager to meet someone the appearance of a courtesan of the kaei period,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/tsukioka-yoshitoshi_looking-eager-to-meet-someone-the-appearance-of-a-courtesan-of-the-kaei-period.jpg
3793,wikiart,tsukioka-yoshitoshi_lady-getting-tattooed.jpg,tsukioka yoshitoshi,lady getting tattooed,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/tsukioka-yoshitoshi_lady-getting-tattooed.jpg
3794,wikiart,andre-derain_untitled.jpg,andre derain,untitled,,Expressionism,data/datasets/wikiart_raw/Expressionism/andre-derain_untitled.jpg
3795,wikiart,andre-derain_return-of-ulysses-1938.jpg,andre derain,return of ulysses 1938,,Expressionism,data/datasets/wikiart_raw/Expressionism/andre-derain_return-of-ulysses-1938.jpg
3796,wikiart,andre-derain_bathing-women.jpg,andre derain,bathing women,,Cubism,data/datasets/wikiart_raw/Cubism/andre-derain_bathing-women.jpg
3797,wikiart,andre-derain_still-life-with-pears-and-indian-bowl.jpg,andre derain,still life with pears and indian bowl,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/andre-derain_still-life-with-pears-and-indian-bowl.jpg
3798,wikiart,andre-derain_ominous-landscape-1950.jpg,andre derain,ominous landscape 1950,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/andre-derain_ominous-landscape-1950.jpg
3799,wikiart,fernando-botero_frank-lloyd-and-his-family-in-paradise-island.jpg,fernando botero,frank lloyd and his family in paradise island,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/fernando-botero_frank-lloyd-and-his-family-in-paradise-island.jpg
3800,wikiart,fernando-botero_adam-and-eve-eve.jpg,fernando botero,adam and eve eve,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/fernando-botero_adam-and-eve-eve.jpg
3801,wikiart,fernando-botero_the-president-and-first-lady-2.jpg,fernando botero,the president and first lady 2,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/fernando-botero_the-president-and-first-lady-2.jpg
3802,wikiart,fernando-botero_the-sisters.jpg,fernando botero,the sisters,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/fernando-botero_the-sisters.jpg
3803,wikiart,fernando-botero_woman-eating-a-bannana.jpg,fernando botero,woman eating a bannana,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/fernando-botero_woman-eating-a-bannana.jpg
3804,wikiart,wilhelm-kotarbinski_good.jpg,wilhelm kotarbinski,good,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/wilhelm-kotarbinski_good.jpg
3805,wikiart,wilhelm-kotarbinski_the-spirit-of-the-abyss.jpg,wilhelm kotarbinski,the spirit of the abyss,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/wilhelm-kotarbinski_the-spirit-of-the-abyss.jpg
3806,wikiart,wilhelm-kotarbinski_fin.jpg,wilhelm kotarbinski,fin,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/wilhelm-kotarbinski_fin.jpg
3807,wikiart,wilhelm-kotarbinski_on-the-terrace.jpg,wilhelm kotarbinski,on the terrace,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/wilhelm-kotarbinski_on-the-terrace.jpg
3808,wikiart,wilhelm-kotarbinski_construction-of-the-cross.jpg,wilhelm kotarbinski,construction of the cross,,Romanticism,data/datasets/wikiart_raw/Romanticism/wilhelm-kotarbinski_construction-of-the-cross.jpg
3809,wikiart,gotthard-graubner_caldo-2002.jpg,gotthard graubner,caldo 2002,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/gotthard-graubner_caldo-2002.jpg
3810,wikiart,gotthard-graubner_untitled-1964-1.jpg,gotthard graubner,untitled 1964 1,,Minimalism,data/datasets/wikiart_raw/Minimalism/gotthard-graubner_untitled-1964-1.jpg
3811,wikiart,gotthard-graubner_untitled-1988.jpg,gotthard graubner,untitled 1988,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/gotthard-graubner_untitled-1988.jpg
3812,wikiart,gotthard-graubner_untitled-1965.jpg,gotthard graubner,untitled 1965,,Minimalism,data/datasets/wikiart_raw/Minimalism/gotthard-graubner_untitled-1965.jpg
3813,wikiart,gotthard-graubner_untitled-1971.jpg,gotthard graubner,untitled 1971,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/gotthard-graubner_untitled-1971.jpg
3814,wikiart,rudolf-von-alt_lower-austrian-country-house-in-vienna-viewed-from-minoritenplatz-1845.jpg,rudolf von alt,lower austrian country house in vienna viewed from minoritenplatz 1845,,Romanticism,data/datasets/wikiart_raw/Romanticism/rudolf-von-alt_lower-austrian-country-house-in-vienna-viewed-from-minoritenplatz-1845.jpg
3815,wikiart,rudolf-von-alt_the-main-square-in-bratislava-1843.jpg,rudolf von alt,the main square in bratislava 1843,,Romanticism,data/datasets/wikiart_raw/Romanticism/rudolf-von-alt_the-main-square-in-bratislava-1843.jpg
3816,wikiart,rudolf-von-alt_the-library-in-the-palais-dumba-1877.jpg,rudolf von alt,the library in the palais dumba 1877,,Romanticism,data/datasets/wikiart_raw/Romanticism/rudolf-von-alt_the-library-in-the-palais-dumba-1877.jpg
3817,wikiart,rudolf-von-alt_view-of-arsenal-museum-1857.jpg,rudolf von alt,view of arsenal museum 1857,,Romanticism,data/datasets/wikiart_raw/Romanticism/rudolf-von-alt_view-of-arsenal-museum-1857.jpg
3818,wikiart,rudolf-von-alt_view-of-the-ducal-palace-in-venice-1874.jpg,rudolf von alt,view of the ducal palace in venice 1874,,Romanticism,data/datasets/wikiart_raw/Romanticism/rudolf-von-alt_view-of-the-ducal-palace-in-venice-1874.jpg
3819,wikiart,antoine-pesne_portrait-of-the-dancer-barbara-campanini-aka-la-barbarina.jpg,antoine pesne,portrait of the dancer barbara campanini aka la barbarina,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-pesne_portrait-of-the-dancer-barbara-campanini-aka-la-barbarina.jpg
3820,wikiart,antoine-pesne_birth-of-christ-1745.jpg,antoine pesne,birth of christ 1745,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-pesne_birth-of-christ-1745.jpg
3821,wikiart,antoine-pesne_friedrich-hoffmann-german-physician.jpg,antoine pesne,friedrich hoffmann german physician,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-pesne_friedrich-hoffmann-german-physician.jpg
3822,wikiart,antoine-pesne_prince-augustus-william-of-prussia.jpg,antoine pesne,prince augustus william of prussia,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-pesne_prince-augustus-william-of-prussia.jpg
3823,wikiart,antoine-pesne_frederick-and-his-sister-wilhelmina.jpg,antoine pesne,frederick and his sister wilhelmina,,Rococo,data/datasets/wikiart_raw/Rococo/antoine-pesne_frederick-and-his-sister-wilhelmina.jpg
3824,wikiart,sandro-botticelli_portrait-of-simonetta-vespucci(1).jpg,sandro botticelli,portrait of simonetta vespucci(1),,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/sandro-botticelli_portrait-of-simonetta-vespucci(1).jpg
3825,wikiart,sandro-botticelli_madonna-and-child-1510(1).jpg,sandro botticelli,madonna and child 1510(1),,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/sandro-botticelli_madonna-and-child-1510(1).jpg
3826,wikiart,sandro-botticelli_portrait-of-a-young-man(1).jpg,sandro botticelli,portrait of a young man(1),,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/sandro-botticelli_portrait-of-a-young-man(1).jpg
3827,wikiart,sandro-botticelli_the-story-of-nastagio(1).jpg,sandro botticelli,the story of nastagio(1),,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/sandro-botticelli_the-story-of-nastagio(1).jpg
3828,wikiart,sandro-botticelli_allegory-of-abundance-1485(1).jpg,sandro botticelli,allegory of abundance 1485(1),,Early_Renaissance,data/datasets/wikiart_raw/Early_Renaissance/sandro-botticelli_allegory-of-abundance-1485(1).jpg
3829,wikiart,mira-schendel_untitled-1981-1.jpg,mira schendel,untitled 1981 1,,Minimalism,data/datasets/wikiart_raw/Minimalism/mira-schendel_untitled-1981-1.jpg
3830,wikiart,mira-schendel_untitled-from-cadernos-series-1971.jpg,mira schendel,untitled from cadernos series 1971,,Minimalism,data/datasets/wikiart_raw/Minimalism/mira-schendel_untitled-from-cadernos-series-1971.jpg
3831,wikiart,mira-schendel_untitled-from-splints-1987(1).jpg,mira schendel,untitled from splints 1987(1),,Minimalism,data/datasets/wikiart_raw/Minimalism/mira-schendel_untitled-from-splints-1987(1).jpg
3832,wikiart,mira-schendel_untitled-1984.jpg,mira schendel,untitled 1984,,Minimalism,data/datasets/wikiart_raw/Minimalism/mira-schendel_untitled-1984.jpg
3833,wikiart,mira-schendel_untitled-1963(1).jpg,mira schendel,untitled 1963(1),,Minimalism,data/datasets/wikiart_raw/Minimalism/mira-schendel_untitled-1963(1).jpg
3834,wikiart,richard-parkes-bonington_the-rialto-venice-1826.jpg,richard parkes bonington,the rialto venice 1826,,Romanticism,data/datasets/wikiart_raw/Romanticism/richard-parkes-bonington_the-rialto-venice-1826.jpg
3835,wikiart,richard-parkes-bonington_francis-i-and-marguerite-de-navarre.jpg,richard parkes bonington,francis i and marguerite de navarre,,Romanticism,data/datasets/wikiart_raw/Romanticism/richard-parkes-bonington_francis-i-and-marguerite-de-navarre.jpg
3836,wikiart,richard-parkes-bonington_front-view-of-the-cathedral-1822.jpg,richard parkes bonington,front view of the cathedral 1822,,Romanticism,data/datasets/wikiart_raw/Romanticism/richard-parkes-bonington_front-view-of-the-cathedral-1822.jpg
3837,wikiart,richard-parkes-bonington_paris-quai-du-louvre-1828.jpg,richard parkes bonington,paris quai du louvre 1828,,Romanticism,data/datasets/wikiart_raw/Romanticism/richard-parkes-bonington_paris-quai-du-louvre-1828.jpg
3838,wikiart,richard-parkes-bonington_henri-iii-and-don-juan-of-austria.jpg,richard parkes bonington,henri iii and don juan of austria,,Romanticism,data/datasets/wikiart_raw/Romanticism/richard-parkes-bonington_henri-iii-and-don-juan-of-austria.jpg
3839,wikiart,frank-auerbach_albero-di-fronte-1.jpg,frank auerbach,albero di fronte 1,,Expressionism,data/datasets/wikiart_raw/Expressionism/frank-auerbach_albero-di-fronte-1.jpg
3840,wikiart,frank-auerbach_head-of-e-o-w.jpg,frank auerbach,head of e o w,,Expressionism,data/datasets/wikiart_raw/Expressionism/frank-auerbach_head-of-e-o-w.jpg
3841,wikiart,frank-auerbach_albero-di-fronte.jpg,frank auerbach,albero di fronte,,Expressionism,data/datasets/wikiart_raw/Expressionism/frank-auerbach_albero-di-fronte.jpg
3842,wikiart,frank-auerbach_tree-at-tretire.jpg,frank auerbach,tree at tretire,,Expressionism,data/datasets/wikiart_raw/Expressionism/frank-auerbach_tree-at-tretire.jpg
3843,wikiart,frank-auerbach_head-of-e-o-w-i.jpg,frank auerbach,head of e o w i,,Expressionism,data/datasets/wikiart_raw/Expressionism/frank-auerbach_head-of-e-o-w-i.jpg
3844,wikiart,rene-bertholo_fragments.jpg,rene bertholo,fragments,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/rene-bertholo_fragments.jpg
3845,wikiart,rene-bertholo_int-rieurs-1978.jpg,rene bertholo,int rieurs 1978,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/rene-bertholo_int-rieurs-1978.jpg
3846,wikiart,rene-bertholo_untitled-1976.jpg,rene bertholo,untitled 1976,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/rene-bertholo_untitled-1976.jpg
3847,wikiart,rene-bertholo_untitled-composition-1964.jpg,rene bertholo,untitled composition 1964,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/rene-bertholo_untitled-composition-1964.jpg
3848,wikiart,rene-bertholo_mem-rias-dum-circo-1991.jpg,rene bertholo,mem rias dum circo 1991,,Pop_Art,data/datasets/wikiart_raw/Pop_Art/rene-bertholo_mem-rias-dum-circo-1991.jpg
3849,wikiart,cornelis-vreedenburgh_corn-sheafs-in-gooi.jpg,cornelis vreedenburgh,corn sheafs in gooi,,Impressionism,data/datasets/wikiart_raw/Impressionism/cornelis-vreedenburgh_corn-sheafs-in-gooi.jpg
3850,wikiart,cornelis-vreedenburgh_the-bar-of-jan-hamdorff.jpg,cornelis vreedenburgh,the bar of jan hamdorff,,Impressionism,data/datasets/wikiart_raw/Impressionism/cornelis-vreedenburgh_the-bar-of-jan-hamdorff.jpg
3851,wikiart,cornelis-vreedenburgh_fisher-on-the-ice.jpg,cornelis vreedenburgh,fisher on the ice,,Impressionism,data/datasets/wikiart_raw/Impressionism/cornelis-vreedenburgh_fisher-on-the-ice.jpg
3852,wikiart,cornelis-vreedenburgh_farm-along-the-canal.jpg,cornelis vreedenburgh,farm along the canal,,Impressionism,data/datasets/wikiart_raw/Impressionism/cornelis-vreedenburgh_farm-along-the-canal.jpg
3853,wikiart,cornelis-vreedenburgh_montelbaanstoren-in-amsterdam.jpg,cornelis vreedenburgh,montelbaanstoren in amsterdam,,Impressionism,data/datasets/wikiart_raw/Impressionism/cornelis-vreedenburgh_montelbaanstoren-in-amsterdam.jpg
3854,wikiart,william-blake_a-white-haired-man-in-a-long-pale-robe-who-flees-from-us-with-his-hands-raised-1794.jpg,william blake,a white haired man in a long pale robe who flees from us with his hands raised 1794,,Symbolism,data/datasets/wikiart_raw/Symbolism/william-blake_a-white-haired-man-in-a-long-pale-robe-who-flees-from-us-with-his-hands-raised-1794.jpg
3855,wikiart,william-blake_mirth-1820.jpg,william blake,mirth 1820,,Symbolism,data/datasets/wikiart_raw/Symbolism/william-blake_mirth-1820.jpg
3856,wikiart,william-blake_christ-appearing-to-his-disciples-after-the-resurrection.jpg,william blake,christ appearing to his disciples after the resurrection,,Symbolism,data/datasets/wikiart_raw/Symbolism/william-blake_christ-appearing-to-his-disciples-after-the-resurrection.jpg
3857,wikiart,william-blake_the-ancient-of-days-1794.jpg,william blake,the ancient of days 1794,,Symbolism,data/datasets/wikiart_raw/Symbolism/william-blake_the-ancient-of-days-1794.jpg
3858,wikiart,william-blake_the-night-of-peace-1815.jpg,william blake,the night of peace 1815,,Symbolism,data/datasets/wikiart_raw/Symbolism/william-blake_the-night-of-peace-1815.jpg
